"Message",Low,"Starting .NET Native compilation"
"Message",Normal,"          P/Invoke 'CertDuplicateCertificateContext' resolved to 'CertDuplicateCertificateContext!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertGetCertificateContextProperty' resolved to 'CertGetCertificateContextProperty!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetCPInfoExW' resolved to 'GetCPInfoExW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertDuplicateCertificateContext' resolved to 'CertDuplicateCertificateContext!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptQueryObject' resolved to 'CryptQueryObject!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SetThreadErrorMode' resolved to 'SetThreadErrorMode!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetFileAttributesExW' resolved to 'GetFileAttributesExW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FindFirstFileExW' resolved to 'FindFirstFileExW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertFreeCertificateContext' resolved to 'CertFreeCertificateContext!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptMsgGetParam' resolved to 'CryptMsgGetParam!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptMsgGetParam' resolved to 'CryptMsgGetParam!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'PFXImportCertStore' resolved to 'PFXImportCertStore!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptFindOIDInfo' resolved to 'CryptFindOIDInfo!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CoCreateInstance' resolved to 'CoCreateInstance!api-ms-win-core-com-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertGetCertificateContextProperty' resolved to 'CertGetCertificateContextProperty!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertCloseStore' resolved to 'CertCloseStore!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptMsgClose' resolved to 'CryptMsgClose!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FindClose' resolved to 'FindClose!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertFindCertificateInStore' resolved to 'CertFindCertificateInStore!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptAcquireContextW' resolved to 'CryptAcquireContextW!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertEnumCertificatesInStore' resolved to 'CertEnumCertificatesInStore!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WSAGetOverlappedResult' resolved to 'WSAGetOverlappedResult!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SysFreeString' resolved to 'SysFreeString!OleAut32' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetStdHandle' resolved to 'GetStdHandle!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertGetNameStringW' resolved to 'CertGetNameStringW!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'DeleteFileW' resolved to 'DeleteFileW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'NCryptOpenKey' resolved to 'NCryptOpenKey!ncrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WriteFile' resolved to 'WriteFile!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetFileType' resolved to 'GetFileType!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetConsoleCP' resolved to 'GetConsoleCP!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetConsoleOutputCP' resolved to 'GetConsoleOutputCP!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'setsockopt' resolved to 'setsockopt!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'setsockopt' resolved to 'setsockopt!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'NCryptDeleteKey' resolved to 'NCryptDeleteKey!ncrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'NCryptOpenStorageProvider' resolved to 'NCryptOpenStorageProvider!ncrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptCreateHash' resolved to 'BCryptCreateHash!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptGetProperty' resolved to 'BCryptGetProperty!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ReadFile' resolved to 'ReadFile!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ReadConsoleW' resolved to 'ReadConsoleW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WriteConsoleW' resolved to 'WriteConsoleW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptOpenAlgorithmProvider' resolved to 'BCryptOpenAlgorithmProvider!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptHashData' resolved to 'BCryptHashData!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptCloseAlgorithmProvider' resolved to 'BCryptCloseAlgorithmProvider!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptDestroyHash' resolved to 'BCryptDestroyHash!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'NCryptFreeObject' resolved to 'NCryptFreeObject!ncrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptFinishHash' resolved to 'BCryptFinishHash!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CloseHandle' resolved to 'CloseHandle!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WideCharToMultiByte' resolved to 'WideCharToMultiByte!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'MultiByteToWideChar' resolved to 'MultiByteToWideChar!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetCPInfoExW' resolved to 'GetCPInfoExW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetConsoleMode' resolved to 'GetConsoleMode!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetFileInformationByHandleEx' resolved to 'GetFileInformationByHandleEx!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CreateDirectoryW' resolved to 'CreateDirectoryW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptGenRandom' resolved to 'BCryptGenRandom!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CreateFile2' resolved to 'CreateFile2!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptUnprotectData' resolved to 'CryptUnprotectData!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptProtectData' resolved to 'CryptProtectData!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'RoGetBufferMarshaler!api-ms-win-core-winrt-robuffer-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SetFileAttributesW' resolved to 'SetFileAttributesW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SetFileInformationByHandle' resolved to 'SetFileInformationByHandle!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'MoveFileExW' resolved to 'MoveFileExW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ReplaceFileW' resolved to 'ReplaceFileW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'getsockname' resolved to 'getsockname!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'getpeername' resolved to 'getpeername!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertGetNameStringW' resolved to 'CertGetNameStringW!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WSAStartup' resolved to 'WSAStartup!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'select' resolved to 'select!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'select' resolved to 'select!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ioctlsocket' resolved to 'ioctlsocket!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'shutdown' resolved to 'shutdown!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'setsockopt' resolved to 'setsockopt!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptGetKeyParam' resolved to 'CryptGetKeyParam!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'recv' resolved to 'recv!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WSAIoctl' resolved to 'WSAIoctl!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'getsockopt' resolved to 'getsockopt!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'send' resolved to 'send!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ReadFile' resolved to 'ReadFile!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ReadFile' resolved to 'ReadFile!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WriteFile' resolved to 'WriteFile!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WriteFile' resolved to 'WriteFile!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptFindOIDInfo' resolved to 'CryptFindOIDInfo!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RevertToSelf' resolved to 'RevertToSelf!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ImpersonateLoggedOnUser' resolved to 'ImpersonateLoggedOnUser!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetAddrInfoW' resolved to 'GetAddrInfoW!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WSASocketW' resolved to 'WSASocketW!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'closesocket' resolved to 'closesocket!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WSASocketW' resolved to 'WSASocketW!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WSAConnect' resolved to 'WSAConnect!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WaitNamedPipeW' resolved to 'WaitNamedPipeW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetNameInfoW' resolved to 'GetNameInfoW!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptGetDefaultProviderW' resolved to 'CryptGetDefaultProviderW!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptAcquireContextW' resolved to 'CryptAcquireContextW!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptGetUserKey' resolved to 'CryptGetUserKey!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'listen' resolved to 'listen!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'getsockopt' resolved to 'getsockopt!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'getsockopt' resolved to 'getsockopt!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'getsockopt' resolved to 'getsockopt!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertGetCertificateChain' resolved to 'CertGetCertificateChain!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertNameToStrW' resolved to 'CertNameToStrW!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptFormatObject' resolved to 'CryptFormatObject!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetCurrentThread' resolved to 'GetCurrentThread!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'OpenThreadToken' resolved to 'OpenThreadToken!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetCurrentProcess' resolved to 'GetCurrentProcess!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'OpenProcessToken' resolved to 'OpenProcessToken!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CreateFile2' resolved to 'CreateFile2!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptGetProvParam' resolved to 'CryptGetProvParam!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'bind' resolved to 'bind!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptDestroyKey' resolved to 'CryptDestroyKey!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptFormatObject' resolved to 'CryptFormatObject!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CloseHandle' resolved to 'CloseHandle!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'freeaddrinfo' resolved to 'freeaddrinfo!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'EnumerateSecurityPackagesW' resolved to 'EnumerateSecurityPackagesW!sspicli.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'AcquireCredentialsHandleW' resolved to 'AcquireCredentialsHandleW!sspicli.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CompleteAuthToken' resolved to 'CompleteAuthToken!sspicli.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FreeAddrInfoExW' resolved to 'FreeAddrInfoExW!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WSASocketW' resolved to 'WSASocketW!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'closesocket' resolved to 'closesocket!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'gethostname' resolved to 'gethostname!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WSARecv' resolved to 'WSARecv!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'WSASend' resolved to 'WSASend!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptImportPublicKeyInfoEx2' resolved to 'CryptImportPublicKeyInfoEx2!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptExportKey' resolved to 'BCryptExportKey!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptDecodeObject' resolved to 'CryptDecodeObject!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ioctlsocket' resolved to 'ioctlsocket!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'setsockopt' resolved to 'setsockopt!ws2_32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptReleaseContext' resolved to 'CryptReleaseContext!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertFreeCertificateChain' resolved to 'CertFreeCertificateChain!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetNetworkParams' resolved to 'GetNetworkParams!iphlpapi.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'LocalAlloc' resolved to 'LocalAlloc!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CancelIoEx' resolved to 'CancelIoEx!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertVerifyCertificateChainPolicy' resolved to 'CertVerifyCertificateChainPolicy!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CloseHandle' resolved to 'CloseHandle!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'LsaGetLogonSessionData' resolved to 'LsaGetLogonSessionData!sspicli.dll' from 'SupportedAPIs.xml'."
